"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Single Year of Age","C02199V02655","Sex","UNIT","VALUE"
"PEA11","Population estimates from 1926","2004","2004","020","20 years","2","Female","Number","31475"
"PEA11","Population estimates from 1926","2004","2004","021","21 years","-","Both sexes","Number","64952"
"PEA11","Population estimates from 1926","2004","2004","021","21 years","1","Male","Number","32162"
"PEA11","Population estimates from 1926","2004","2004","021","21 years","2","Female","Number","32790"
"PEA11","Population estimates from 1926","2004","2004","022","22 years","-","Both sexes","Number","68778"
"PEA11","Population estimates from 1926","2004","2004","022","22 years","1","Male","Number","34405"
"PEA11","Population estimates from 1926","2004","2004","022","22 years","2","Female","Number","34373"
"PEA11","Population estimates from 1926","2004","2004","023","23 years","-","Both sexes","Number","70321"
"PEA11","Population estimates from 1926","2004","2004","023","23 years","1","Male","Number","35155"
"PEA11","Population estimates from 1926","2004","2004","023","23 years","2","Female","Number","35166"
"PEA11","Population estimates from 1926","2004","2004","024","24 years","-","Both sexes","Number","69220"
"PEA11","Population estimates from 1926","2004","2004","024","24 years","1","Male","Number","35134"
"PEA11","Population estimates from 1926","2004","2004","024","24 years","2","Female","Number","34086"
"PEA11","Population estimates from 1926","2004","2004","025","25 years","-","Both sexes","Number","66501"
"PEA11","Population estimates from 1926","2004","2004","025","25 years","1","Male","Number","33379"
"PEA11","Population estimates from 1926","2004","2004","025","25 years","2","Female","Number","33122"
"PEA11","Population estimates from 1926","2004","2004","026","26 years","-","Both sexes","Number","65515"
"PEA11","Population estimates from 1926","2004","2004","026","26 years","1","Male","Number","32210"
"PEA11","Population estimates from 1926","2004","2004","026","26 years","2","Female","Number","33305"
"PEA11","Population estimates from 1926","2004","2004","027","27 years","-","Both sexes","Number","65022"
"PEA11","Population estimates from 1926","2004","2004","027","27 years","1","Male","Number","31916"
"PEA11","Population estimates from 1926","2004","2004","027","27 years","2","Female","Number","33106"
"PEA11","Population estimates from 1926","2004","2004","028","28 years","-","Both sexes","Number","63911"
"PEA11","Population estimates from 1926","2004","2004","028","28 years","1","Male","Number","32252"
"PEA11","Population estimates from 1926","2004","2004","028","28 years","2","Female","Number","31659"
"PEA11","Population estimates from 1926","2004","2004","029","29 years","-","Both sexes","Number","64486"
"PEA11","Population estimates from 1926","2004","2004","029","29 years","1","Male","Number","33188"
"PEA11","Population estimates from 1926","2004","2004","029","29 years","2","Female","Number","31298"
"PEA11","Population estimates from 1926","2004","2004","030","30 years","-","Both sexes","Number","64495"
"PEA11","Population estimates from 1926","2004","2004","030","30 years","1","Male","Number","32138"
"PEA11","Population estimates from 1926","2004","2004","030","30 years","2","Female","Number","32357"
"PEA11","Population estimates from 1926","2004","2004","031","31 years","-","Both sexes","Number","66587"
"PEA11","Population estimates from 1926","2004","2004","031","31 years","1","Male","Number","32795"
"PEA11","Population estimates from 1926","2004","2004","031","31 years","2","Female","Number","33792"
"PEA11","Population estimates from 1926","2004","2004","032","32 years","-","Both sexes","Number","65882"
"PEA11","Population estimates from 1926","2004","2004","032","32 years","1","Male","Number","32905"
"PEA11","Population estimates from 1926","2004","2004","032","32 years","2","Female","Number","32977"
"PEA11","Population estimates from 1926","2004","2004","033","33 years","-","Both sexes","Number","64113"
"PEA11","Population estimates from 1926","2004","2004","033","33 years","1","Male","Number","31739"
"PEA11","Population estimates from 1926","2004","2004","033","33 years","2","Female","Number","32374"
"PEA11","Population estimates from 1926","2004","2004","034","34 years","-","Both sexes","Number","64054"
"PEA11","Population estimates from 1926","2004","2004","034","34 years","1","Male","Number","32173"
"PEA11","Population estimates from 1926","2004","2004","034","34 years","2","Female","Number","31881"
"PEA11","Population estimates from 1926","2004","2004","035","35 years","-","Both sexes","Number","61890"
"PEA11","Population estimates from 1926","2004","2004","035","35 years","1","Male","Number","31725"
"PEA11","Population estimates from 1926","2004","2004","035","35 years","2","Female","Number","30165"
"PEA11","Population estimates from 1926","2004","2004","036","36 years","-","Both sexes","Number","61047"
"PEA11","Population estimates from 1926","2004","2004","036","36 years","1","Male","Number","30476"
"PEA11","Population estimates from 1926","2004","2004","036","36 years","2","Female","Number","30571"
"PEA11","Population estimates from 1926","2004","2004","037","37 years","-","Both sexes","Number","59630"
"PEA11","Population estimates from 1926","2004","2004","037","37 years","1","Male","Number","29756"
"PEA11","Population estimates from 1926","2004","2004","037","37 years","2","Female","Number","29874"
"PEA11","Population estimates from 1926","2004","2004","038","38 years","-","Both sexes","Number","60160"
"PEA11","Population estimates from 1926","2004","2004","038","38 years","1","Male","Number","30292"
"PEA11","Population estimates from 1926","2004","2004","038","38 years","2","Female","Number","29868"
"PEA11","Population estimates from 1926","2004","2004","039","39 years","-","Both sexes","Number","60728"
"PEA11","Population estimates from 1926","2004","2004","039","39 years","1","Male","Number","30152"
"PEA11","Population estimates from 1926","2004","2004","039","39 years","2","Female","Number","30576"
"PEA11","Population estimates from 1926","2004","2004","040","40 years","-","Both sexes","Number","58668"
"PEA11","Population estimates from 1926","2004","2004","040","40 years","1","Male","Number","29139"
"PEA11","Population estimates from 1926","2004","2004","040","40 years","2","Female","Number","29529"
"PEA11","Population estimates from 1926","2004","2004","041","41 years","-","Both sexes","Number","58178"
"PEA11","Population estimates from 1926","2004","2004","041","41 years","1","Male","Number","29139"
"PEA11","Population estimates from 1926","2004","2004","041","41 years","2","Female","Number","29039"
"PEA11","Population estimates from 1926","2004","2004","042","42 years","-","Both sexes","Number","56790"
"PEA11","Population estimates from 1926","2004","2004","042","42 years","1","Male","Number","28195"
"PEA11","Population estimates from 1926","2004","2004","042","42 years","2","Female","Number","28595"
"PEA11","Population estimates from 1926","2004","2004","043","43 years","-","Both sexes","Number","57266"
"PEA11","Population estimates from 1926","2004","2004","043","43 years","1","Male","Number","28545"
"PEA11","Population estimates from 1926","2004","2004","043","43 years","2","Female","Number","28721"
"PEA11","Population estimates from 1926","2004","2004","044","44 years","-","Both sexes","Number","55088"
"PEA11","Population estimates from 1926","2004","2004","044","44 years","1","Male","Number","27443"
"PEA11","Population estimates from 1926","2004","2004","044","44 years","2","Female","Number","27645"
"PEA11","Population estimates from 1926","2004","2004","045","45 years","-","Both sexes","Number","53570"
"PEA11","Population estimates from 1926","2004","2004","045","45 years","1","Male","Number","26796"
"PEA11","Population estimates from 1926","2004","2004","045","45 years","2","Female","Number","26774"
"PEA11","Population estimates from 1926","2004","2004","046","46 years","-","Both sexes","Number","53406"
"PEA11","Population estimates from 1926","2004","2004","046","46 years","1","Male","Number","26574"
"PEA11","Population estimates from 1926","2004","2004","046","46 years","2","Female","Number","26832"
"PEA11","Population estimates from 1926","2004","2004","047","47 years","-","Both sexes","Number","52076"
"PEA11","Population estimates from 1926","2004","2004","047","47 years","1","Male","Number","26141"
"PEA11","Population estimates from 1926","2004","2004","047","47 years","2","Female","Number","25935"
"PEA11","Population estimates from 1926","2004","2004","048","48 years","-","Both sexes","Number","49720"
"PEA11","Population estimates from 1926","2004","2004","048","48 years","1","Male","Number","24903"
"PEA11","Population estimates from 1926","2004","2004","048","48 years","2","Female","Number","24817"
"PEA11","Population estimates from 1926","2004","2004","049","49 years","-","Both sexes","Number","50463"
"PEA11","Population estimates from 1926","2004","2004","049","49 years","1","Male","Number","25245"
"PEA11","Population estimates from 1926","2004","2004","049","49 years","2","Female","Number","25218"
"PEA11","Population estimates from 1926","2004","2004","050","50 years","-","Both sexes","Number","49138"
"PEA11","Population estimates from 1926","2004","2004","050","50 years","1","Male","Number","24761"
"PEA11","Population estimates from 1926","2004","2004","050","50 years","2","Female","Number","24377"
"PEA11","Population estimates from 1926","2004","2004","051","51 years","-","Both sexes","Number","49708"
"PEA11","Population estimates from 1926","2004","2004","051","51 years","1","Male","Number","25144"
"PEA11","Population estimates from 1926","2004","2004","051","51 years","2","Female","Number","24564"
"PEA11","Population estimates from 1926","2004","2004","052","52 years","-","Both sexes","Number","46817"
"PEA11","Population estimates from 1926","2004","2004","052","52 years","1","Male","Number","23672"
"PEA11","Population estimates from 1926","2004","2004","052","52 years","2","Female","Number","23145"
"PEA11","Population estimates from 1926","2004","2004","053","53 years","-","Both sexes","Number","46084"
"PEA11","Population estimates from 1926","2004","2004","053","53 years","1","Male","Number","23359"
"PEA11","Population estimates from 1926","2004","2004","053","53 years","2","Female","Number","22725"
"PEA11","Population estimates from 1926","2004","2004","054","54 years","-","Both sexes","Number","46337"
