"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Age Group","C02199V02655","Sex","C02542V03077","Inward or Outward Flow","UNIT","VALUE"
"PEA03","Estimated Migration (Persons in April)","2011","2011","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2011","2011","575","65 years and over","2","Female","01","Net migration","Thousand","-0.3"
"PEA03","Estimated Migration (Persons in April)","2011","2011","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2012","2012","-","All ages","-","Both sexes","01","Net migration","Thousand","-25.7"
"PEA03","Estimated Migration (Persons in April)","2012","2012","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","83"
"PEA03","Estimated Migration (Persons in April)","2012","2012","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","57.3"
"PEA03","Estimated Migration (Persons in April)","2012","2012","-","All ages","1","Male","01","Net migration","Thousand","-18.4"
"PEA03","Estimated Migration (Persons in April)","2012","2012","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","45.9"
"PEA03","Estimated Migration (Persons in April)","2012","2012","-","All ages","1","Male","05","Immigrants: All origins","Thousand","27.5"
"PEA03","Estimated Migration (Persons in April)","2012","2012","-","All ages","2","Female","01","Net migration","Thousand","-7.3"
"PEA03","Estimated Migration (Persons in April)","2012","2012","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","37.1"
"PEA03","Estimated Migration (Persons in April)","2012","2012","-","All ages","2","Female","05","Immigrants: All origins","Thousand","29.7"
"PEA03","Estimated Migration (Persons in April)","2012","2012","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","-2.9"
"PEA03","Estimated Migration (Persons in April)","2012","2012","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","9.5"
"PEA03","Estimated Migration (Persons in April)","2012","2012","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","6.6"
"PEA03","Estimated Migration (Persons in April)","2012","2012","215","0 - 14 years","1","Male","01","Net migration","Thousand","-1.8"
"PEA03","Estimated Migration (Persons in April)","2012","2012","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","4.6"
"PEA03","Estimated Migration (Persons in April)","2012","2012","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","2.8"
"PEA03","Estimated Migration (Persons in April)","2012","2012","215","0 - 14 years","2","Female","01","Net migration","Thousand","-1.1"
"PEA03","Estimated Migration (Persons in April)","2012","2012","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","5"
"PEA03","Estimated Migration (Persons in April)","2012","2012","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","3.9"
"PEA03","Estimated Migration (Persons in April)","2012","2012","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","-9.1"
"PEA03","Estimated Migration (Persons in April)","2012","2012","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","26"
"PEA03","Estimated Migration (Persons in April)","2012","2012","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","16.9"
"PEA03","Estimated Migration (Persons in April)","2012","2012","310","15 - 24 years","1","Male","01","Net migration","Thousand","-6"
"PEA03","Estimated Migration (Persons in April)","2012","2012","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","13.6"
"PEA03","Estimated Migration (Persons in April)","2012","2012","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","7.6"
"PEA03","Estimated Migration (Persons in April)","2012","2012","310","15 - 24 years","2","Female","01","Net migration","Thousand","-3.1"
"PEA03","Estimated Migration (Persons in April)","2012","2012","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","12.4"
"PEA03","Estimated Migration (Persons in April)","2012","2012","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","9.3"
"PEA03","Estimated Migration (Persons in April)","2012","2012","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","-12.1"
"PEA03","Estimated Migration (Persons in April)","2012","2012","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","38.5"
"PEA03","Estimated Migration (Persons in April)","2012","2012","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","26.4"
"PEA03","Estimated Migration (Persons in April)","2012","2012","420","25 - 44 years","1","Male","01","Net migration","Thousand","-9.3"
"PEA03","Estimated Migration (Persons in April)","2012","2012","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","22.7"
"PEA03","Estimated Migration (Persons in April)","2012","2012","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","13.4"
"PEA03","Estimated Migration (Persons in April)","2012","2012","420","25 - 44 years","2","Female","01","Net migration","Thousand","-2.9"
"PEA03","Estimated Migration (Persons in April)","2012","2012","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","15.8"
"PEA03","Estimated Migration (Persons in April)","2012","2012","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","13"
"PEA03","Estimated Migration (Persons in April)","2012","2012","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","-2.3"
"PEA03","Estimated Migration (Persons in April)","2012","2012","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","6.8"
"PEA03","Estimated Migration (Persons in April)","2012","2012","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","4.5"
"PEA03","Estimated Migration (Persons in April)","2012","2012","505","45 - 64 years","1","Male","01","Net migration","Thousand","-2"
"PEA03","Estimated Migration (Persons in April)","2012","2012","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","4.1"
"PEA03","Estimated Migration (Persons in April)","2012","2012","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","2.1"
"PEA03","Estimated Migration (Persons in April)","2012","2012","505","45 - 64 years","2","Female","01","Net migration","Thousand","-0.3"
"PEA03","Estimated Migration (Persons in April)","2012","2012","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","2.7"
"PEA03","Estimated Migration (Persons in April)","2012","2012","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","2012","2012","575","65 years and over","-","Both sexes","01","Net migration","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2012","2012","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","2.1"
"PEA03","Estimated Migration (Persons in April)","2012","2012","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","2.9"
"PEA03","Estimated Migration (Persons in April)","2012","2012","575","65 years and over","1","Male","01","Net migration","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2012","2012","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0.9"
"PEA03","Estimated Migration (Persons in April)","2012","2012","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","2012","2012","575","65 years and over","2","Female","01","Net migration","Thousand","0.1"
"PEA03","Estimated Migration (Persons in April)","2012","2012","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","1.2"
"PEA03","Estimated Migration (Persons in April)","2012","2012","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","1.2"
"PEA03","Estimated Migration (Persons in April)","2013","2013","-","All ages","-","Both sexes","01","Net migration","Thousand","-18.7"
"PEA03","Estimated Migration (Persons in April)","2013","2013","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","81.3"
"PEA03","Estimated Migration (Persons in April)","2013","2013","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","62.7"
"PEA03","Estimated Migration (Persons in April)","2013","2013","-","All ages","1","Male","01","Net migration","Thousand","-9.3"
"PEA03","Estimated Migration (Persons in April)","2013","2013","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","41.6"
"PEA03","Estimated Migration (Persons in April)","2013","2013","-","All ages","1","Male","05","Immigrants: All origins","Thousand","32.3"
"PEA03","Estimated Migration (Persons in April)","2013","2013","-","All ages","2","Female","01","Net migration","Thousand","-9.3"
"PEA03","Estimated Migration (Persons in April)","2013","2013","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","39.7"
"PEA03","Estimated Migration (Persons in April)","2013","2013","-","All ages","2","Female","05","Immigrants: All origins","Thousand","30.4"
"PEA03","Estimated Migration (Persons in April)","2013","2013","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","-3.5"
"PEA03","Estimated Migration (Persons in April)","2013","2013","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","11.1"
"PEA03","Estimated Migration (Persons in April)","2013","2013","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","7.6"
"PEA03","Estimated Migration (Persons in April)","2013","2013","215","0 - 14 years","1","Male","01","Net migration","Thousand","-2.4"
"PEA03","Estimated Migration (Persons in April)","2013","2013","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","5.8"
"PEA03","Estimated Migration (Persons in April)","2013","2013","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","3.5"
"PEA03","Estimated Migration (Persons in April)","2013","2013","215","0 - 14 years","2","Female","01","Net migration","Thousand","-1.1"
"PEA03","Estimated Migration (Persons in April)","2013","2013","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","5.2"
"PEA03","Estimated Migration (Persons in April)","2013","2013","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","4.1"
"PEA03","Estimated Migration (Persons in April)","2013","2013","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","-3.9"
"PEA03","Estimated Migration (Persons in April)","2013","2013","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","23.9"
"PEA03","Estimated Migration (Persons in April)","2013","2013","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","20"
"PEA03","Estimated Migration (Persons in April)","2013","2013","310","15 - 24 years","1","Male","01","Net migration","Thousand","-1.6"
"PEA03","Estimated Migration (Persons in April)","2013","2013","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","12"
"PEA03","Estimated Migration (Persons in April)","2013","2013","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","10.3"
"PEA03","Estimated Migration (Persons in April)","2013","2013","310","15 - 24 years","2","Female","01","Net migration","Thousand","-2.2"
"PEA03","Estimated Migration (Persons in April)","2013","2013","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","11.9"
"PEA03","Estimated Migration (Persons in April)","2013","2013","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","9.7"
"PEA03","Estimated Migration (Persons in April)","2013","2013","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","-9.4"
"PEA03","Estimated Migration (Persons in April)","2013","2013","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","37.1"
"PEA03","Estimated Migration (Persons in April)","2013","2013","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","27.7"
"PEA03","Estimated Migration (Persons in April)","2013","2013","420","25 - 44 years","1","Male","01","Net migration","Thousand","-4.6"
"PEA03","Estimated Migration (Persons in April)","2013","2013","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","19.2"
